Limit,Gender,MaritalStatus,Age,Late1,Late2,Late3,Default
110,2,2,37,1,0,0,0
150,2,1,45,0,0,0,0
500,2,1,39,0,0,0,0
30,2,1,48,1,1,1,1
160,2,1,46,0,0,0,0
300,2,1,36,0,0,0,0
200,2,1,46,0,0,0,0
50,2,2,35,0,0,0,0
80,2,2,29,0,0,0,0
140,2,2,29,0,0,1,0
60,2,1,32,0,0,0,1
50,2,1,47,0,0,1,0
30,2,2,39,0,0,0,0
80,2,1,45,0,0,0,0
50,2,1,43,1,1,0,0
90,2,2,39,0,1,0,0
120,2,1,46,0,0,0,0
50,2,1,39,1,1,1,1
80,2,2,31,0,0,1,0
160,2,1,31,0,0,0,0
140,2,2,33,0,0,0,0
50,2,1,33,0,0,0,0
50,2,1,35,0,0,0,0
50,2,2,40,0,0,0,0
360,2,1,47,0,0,0,0
120,2,1,38,0,0,0,0
160,2,1,38,1,1,1,1
100,2,1,42,0,0,0,0
110,2,1,46,0,0,0,0
300,2,2,30,0,0,0,1
110,2,2,31,0,0,0,0
220,2,1,31,0,0,0,0
100,2,2,31,0,0,0,0
50,2,2,28,1,1,0,0
140,2,2,28,1,1,1,0
50,2,1,43,0,0,0,0
30,2,1,28,0,0,0,1
170,2,2,30,0,0,0,0
260,2,1,32,0,0,0,1
290,2,1,33,0,0,0,1
80,2,2,37,1,0,0,1
160,2,1,35,1,0,0,0
100,2,1,40,1,1,0,1
40,2,1,37,1,1,1,1
290,2,2,35,0,0,0,0
160,2,2,42,1,1,1,1
140,2,1,36,1,1,1,0
80,2,2,45,1,0,0,0
30,2,1,42,1,1,1,1
70,2,1,46,1,1,1,1
30,2,1,29,0,0,0,1
50,2,1,30,0,0,0,1
570,2,2,32,0,0,0,0
10,2,1,37,0,1,1,0
60,2,1,48,0,0,0,1
220,2,2,46,0,0,0,1
60,2,2,42,0,0,0,1
280,2,1,42,1,0,0,1
10,2,2,31,0,0,0,0
200,2,2,31,0,0,0,0
200,2,1,33,0,0,0,1
220,2,1,37,0,0,0,0
370,2,1,45,0,0,0,0
100,2,1,36,0,0,0,0
290,2,1,45,0,0,0,0
20,2,1,43,1,0,0,1
200,2,2,36,0,0,0,1
110,2,2,33,0,0,0,0
80,2,1,41,0,0,0,0
100,2,1,36,0,0,0,0
50,2,1,39,0,0,0,0
20,2,2,30,1,1,1,1
300,2,2,33,0,0,0,0
160,2,2,41,0,0,0,0
80,2,1,40,1,0,0,1
30,2,1,34,1,1,0,1
30,2,1,37,1,1,1,0
60,2,1,36,0,0,0,0
200,2,2,32,0,0,0,1
50,2,1,41,0,0,0,0
50,2,2,45,0,0,0,0
270,2,1,42,1,0,0,0
30,2,1,40,1,0,0,1
60,2,1,41,0,0,0,1
60,2,2,28,1,0,0,1
50,2,1,39,0,0,0,1
220,2,1,37,1,1,1,0
50,2,1,36,0,1,1,1
30,2,2,33,0,0,1,1
280,2,2,33,0,0,0,0
120,2,1,35,0,0,1,0
120,2,1,39,1,1,1,0
70,2,1,41,0,0,0,0
550,2,1,39,0,0,0,0
220,2,2,36,0,0,0,0
340,2,1,45,0,0,0,0
110,2,2,32,0,0,0,0
140,2,1,34,0,0,0,0
360,2,2,41,0,0,0,1
290,2,2,30,0,0,0,0
200,2,1,48,0,0,0,0
60,2,1,38,0,0,0,0
40,2,1,43,0,0,0,0
120,2,2,29,0,0,0,0
80,2,1,38,1,0,0,1
300,2,1,43,0,0,0,1
20,2,1,25,0,0,0,1
30,2,1,46,1,1,1,1
180,2,2,30,0,0,0,0
110,2,2,39,0,0,0,0
250,2,1,40,0,0,0,0
140,2,2,32,0,0,0,0
80,2,1,29,1,0,0,1
20,2,1,32,0,0,0,0
50,2,2,47,0,0,0,0
90,2,1,40,0,0,0,0
20,2,1,33,0,0,0,0
150,2,2,34,0,0,0,0
150,2,1,34,0,0,0,0
50,2,2,41,0,0,0,1
90,2,2,47,0,0,0,0
350,2,2,40,0,0,0,0
30,2,2,38,0,0,0,0
150,2,1,28,1,0,0,0
190,2,2,29,0,0,0,1
340,2,1,36,0,0,0,0
50,2,1,47,0,0,0,0
50,2,2,29,1,1,1,1
280,2,2,30,0,0,0,0
230,2,2,31,0,0,0,1
400,2,2,31,0,0,0,0
190,2,1,37,0,0,0,1
170,2,2,31,0,0,0,0
150,2,2,30,1,0,0,1
140,2,2,32,0,0,0,1
110,2,2,23,0,0,0,0
260,2,2,31,0,0,0,0
30,2,2,37,1,0,0,0
130,2,1,42,1,1,0,1
190,2,2,37,0,0,0,0
10,2,2,36,1,1,0,1
30,2,1,42,1,0,0,1
300,2,2,45,0,0,0,0
200,2,1,40,0,0,0,0
130,2,1,36,0,0,0,0
400,2,2,35,0,0,0,1
220,2,2,32,0,0,0,0
100,2,1,34,1,0,0,0
80,2,1,38,0,0,0,0
50,2,2,34,0,0,0,0
200,2,1,34,1,0,0,0
400,2,1,43,0,0,0,0
50,2,2,48,0,0,0,0
140,2,1,37,0,0,0,0
10,2,1,49,0,0,0,0
80,2,1,41,0,0,0,0
220,2,1,38,0,0,0,0
80,2,2,45,0,0,0,0
360,2,1,35,0,0,0,1
20,2,1,46,1,0,0,1
20,2,1,46,0,0,0,0
20,2,2,34,1,1,1,0
70,2,1,38,0,0,0,0
210,2,1,33,0,0,0,0
240,2,1,32,0,0,0,0
50,2,1,34,0,0,0,0
50,2,1,31,0,0,0,0
230,2,2,38,0,0,0,0
120,2,2,45,0,0,0,0
180,2,2,44,0,0,1,1
290,2,1,38,0,0,0,0
160,2,1,47,0,0,0,0
80,2,1,43,1,1,1,1
50,2,2,31,1,0,0,1
20,2,1,33,1,0,0,1
50,2,2,34,0,0,0,1
80,2,1,34,1,1,1,1
30,2,1,43,1,1,0,0
10,2,1,37,1,1,0,1
200,2,2,41,0,0,0,0
50,2,1,33,0,0,0,0
480,2,2,34,0,0,0,1
260,2,1,46,0,0,0,0
200,2,2,34,0,0,0,0
210,2,1,40,1,0,0,0
70,2,1,41,1,1,1,1
50,2,1,43,1,1,1,0
20,2,2,45,1,0,0,1
80,2,1,35,0,0,0,0
200,2,1,37,0,0,0,0
210,2,1,38,0,0,0,0
210,2,1,35,0,0,0,0
360,2,2,35,0,0,0,0
80,2,2,56,0,0,1,1
50,2,1,43,0,0,0,0
20,2,2,40,0,0,0,0
40,2,1,38,0,0,1,1
50,2,1,38,1,0,0,1
170,2,1,45,0,0,0,0
310,2,1,37,0,0,0,0
50,2,1,24,0,0,1,0
30,2,2,25,0,0,1,0
200,2,1,45,0,0,0,0
260,2,1,38,0,0,0,0
80,2,2,29,0,0,0,1
180,2,2,27,1,0,0,0
130,2,2,28,0,0,0,0
190,2,1,30,0,0,1,1
110,2,1,33,0,0,0,0
60,2,1,40,1,1,1,1
40,2,1,49,1,1,1,0
80,2,1,32,0,0,0,0
400,2,1,34,0,0,0,0
70,2,1,40,1,1,1,1
500,2,1,49,0,0,0,0
190,2,2,46,0,0,0,0
200,2,2,35,0,0,0,0
210,2,1,42,0,0,0,0
340,2,2,47,0,0,0,0
180,2,2,38,0,0,0,0
110,2,2,28,0,0,0,0
80,2,2,42,0,0,0,0
30,2,1,31,0,0,0,0
200,2,2,31,0,1,0,0
80,2,1,31,0,0,0,0
300,2,2,31,0,0,0,1
280,2,2,32,0,0,0,0
110,2,2,32,1,0,0,0
130,2,2,33,0,0,0,0
500,2,1,32,0,0,0,0
150,2,1,32,1,0,0,0
450,2,2,36,0,0,0,0
230,2,1,34,0,0,0,0
80,2,2,34,1,1,1,0
260,2,1,34,0,0,1,0
150,2,1,34,1,1,1,0
50,2,1,35,0,0,0,0
30,2,1,35,0,0,0,1
100,2,1,41,1,1,1,1
190,2,1,43,1,1,0,1
130,2,1,34,0,0,0,0
30,2,1,38,0,0,0,1
30,2,2,38,0,0,0,0
110,2,1,44,0,0,1,1
120,2,1,39,0,0,0,0
30,2,1,41,0,0,1,0
30,2,1,36,1,0,0,1
30,2,2,42,0,0,0,0
10,2,2,45,1,1,1,1
400,2,1,32,0,0,0,0
20,2,2,32,0,0,0,0
20,2,1,36,1,0,0,1
500,2,2,33,0,0,0,0
30,2,1,33,1,1,1,1
50,2,1,33,1,1,0,1
30,2,2,33,0,0,0,0
30,2,2,33,1,0,0,1
110,2,2,33,0,0,0,0
100,2,1,34,1,1,1,0
200,2,1,36,0,0,0,0
110,2,1,40,0,0,0,0
140,2,2,38,0,0,0,0
70,2,2,45,0,0,0,0
130,2,2,37,0,0,0,0
30,2,1,45,0,0,1,0
160,2,1,36,0,0,0,0
80,2,1,36,1,0,0,0
50,2,1,44,0,0,1,0
50,2,1,40,0,0,0,0
180,2,2,44,0,0,0,0
130,2,1,42,1,0,0,1
420,2,1,47,1,0,0,0
140,2,1,44,0,0,0,1
20,2,1,42,0,0,0,0
200,2,2,40,0,0,0,1
180,2,1,49,0,0,0,0
120,2,1,37,0,0,0,0
210,2,1,43,0,0,0,0
30,2,1,45,1,1,1,1
80,2,2,43,0,0,0,0
110,2,1,35,0,0,0,0
60,2,1,36,0,0,0,1
60,2,1,36,0,0,0,0
140,2,2,37,1,0,0,0
60,2,1,35,0,0,0,0
500,2,2,39,0,0,0,1
420,2,1,41,0,0,0,1
30,2,1,43,1,1,1,1
170,2,1,38,0,0,0,0
200,2,1,49,0,0,0,0
160,2,1,45,0,0,0,0
200,2,1,35,1,1,0,1
20,2,1,43,0,0,0,0
190,2,2,39,0,0,0,0
70,2,1,45,1,1,0,1
220,2,2,33,1,1,1,0
500,2,2,34,0,0,0,0
210,2,2,37,0,0,0,1
50,2,1,31,1,0,0,0
20,2,2,39,0,0,0,1
70,2,1,37,0,0,0,1
220,2,1,40,0,0,0,0
200,2,1,48,0,0,0,0
130,2,1,44,0,0,0,0
30,2,2,34,1,1,1,0
260,2,1,45,1,0,0,0
230,2,1,32,1,1,0,0
240,2,2,33,0,0,0,0
260,2,1,32,0,0,0,0
360,2,1,33,1,0,1,0
260,2,1,36,0,0,0,0
230,2,1,34,0,0,0,0
300,2,2,35,0,0,0,0
140,2,1,45,0,0,0,0
380,2,1,38,0,0,0,1
190,2,2,31,0,0,0,0
500,2,2,31,0,0,0,0
200,2,1,39,0,0,0,0
310,2,1,37,0,0,0,0
30,2,1,49,0,0,0,0
280,2,1,49,0,0,0,0
80,2,1,42,1,1,1,1
150,2,1,35,1,1,1,1
30,2,1,48,1,1,1,1
170,2,1,41,0,0,0,0
110,2,1,42,0,0,0,0
30,2,1,46,1,1,1,1
90,2,2,33,0,0,0,1
50,2,2,40,0,0,0,1
120,2,1,36,0,1,1,1
20,2,2,46,1,1,0,0
220,2,1,42,0,0,0,0
230,2,1,42,0,0,0,0
160,2,2,29,0,0,1,1
450,2,1,38,0,0,0,0
390,2,1,46,0,0,0,0
90,2,2,29,1,1,1,0
60,2,1,33,0,0,0,1
180,2,1,34,0,0,0,1
80,2,1,40,0,0,0,0
180,2,2,43,0,0,0,0
320,2,1,46,0,0,0,0
320,2,2,36,0,0,0,0
100,2,1,39,1,0,0,0
20,2,1,42,0,0,0,0
140,2,2,34,0,0,0,0
100,2,2,39,0,0,0,0
10,2,2,44,1,1,1,1
30,2,1,36,0,0,0,0
50,2,1,39,0,0,0,0
20,2,1,44,0,0,0,0
200,2,2,31,1,0,0,0
320,2,1,32,0,0,0,1
360,2,2,37,0,0,0,1
200,2,1,33,1,0,0,0
140,2,1,34,0,0,0,0
420,2,2,31,0,0,0,0
150,2,2,36,0,0,1,0
200,2,2,38,0,0,0,0
230,2,1,42,0,0,0,0
30,2,1,38,0,0,0,0
30,2,1,41,0,0,0,0
50,2,2,36,1,1,1,0
410,2,1,44,0,0,0,0
280,2,2,43,0,0,0,0
200,2,1,46,0,0,0,0
270,2,1,45,0,0,0,0
320,2,2,32,0,0,0,0
60,2,1,32,0,0,0,0
130,2,1,35,0,0,0,0
30,2,1,54,0,0,0,1
200,2,1,50,0,0,0,0
170,2,1,51,0,0,0,0
500,2,2,50,0,0,0,0
50,2,1,47,0,0,0,0
90,2,1,50,0,0,0,0
110,2,2,52,1,1,1,0
120,2,2,50,1,0,0,1
30,2,1,55,0,0,0,1
30,2,1,53,0,0,0,1
250,2,1,51,0,0,0,0
50,2,1,52,0,0,0,0
160,2,1,53,0,0,0,0
140,2,1,49,0,0,0,1
80,2,1,51,1,1,0,1
10,2,2,53,0,0,1,1
90,2,1,50,0,0,0,0
20,2,2,51,0,0,0,0
30,2,1,53,0,0,0,0
80,2,2,50,0,0,0,0
20,2,2,54,0,0,0,1
20,2,1,55,0,0,0,0
50,2,1,53,0,0,0,1
120,2,1,60,0,0,0,0
30,2,1,47,0,0,0,0
30,2,1,56,1,1,1,1
80,2,1,55,0,0,0,0
50,2,1,55,0,0,0,0
80,2,1,56,1,1,1,1
100,2,1,52,1,1,1,0
30,2,1,62,0,0,0,1
130,2,2,51,0,0,0,0
20,2,1,54,1,1,1,0
80,2,1,57,1,1,0,1
100,2,1,51,0,0,0,0
20,2,2,50,1,0,0,1
120,2,1,51,0,0,0,0
50,2,2,53,1,1,1,1
80,2,1,59,0,0,0,0
90,2,1,54,0,0,0,0
60,2,2,47,0,0,0,0
100,2,1,50,0,0,0,1
50,2,1,50,0,0,0,0
30,2,1,53,1,1,1,1
240,2,1,58,0,0,0,0
200,2,1,47,0,0,0,0
130,2,2,50,0,0,0,0
110,2,1,50,0,0,0,0
50,2,1,51,0,0,0,0
20,2,1,56,0,0,1,1
50,2,1,69,0,0,0,0
80,2,1,54,1,1,1,1
20,2,1,52,1,0,0,1
20,2,1,56,1,1,0,1
30,2,1,53,0,0,1,1
240,2,1,59,0,0,0,0
50,2,2,56,1,0,0,1
80,2,2,53,0,0,0,0
180,2,2,56,0,0,0,1
240,2,1,55,0,0,0,0
120,2,1,54,0,0,0,0
20,1,2,21,1,0,0,1
100,1,2,33,0,0,1,0
30,1,2,22,1,1,1,1
30,1,2,23,0,0,1,1
50,1,2,22,0,0,1,0
100,1,2,23,0,0,0,0
80,1,2,23,0,0,0,0
60,2,1,54,0,0,0,0
120,1,2,25,1,1,0,1
20,1,2,32,0,0,0,0
20,1,2,26,1,1,1,0
50,1,2,26,0,0,0,0
50,1,2,23,0,0,0,0
50,1,1,24,0,0,0,1
10,1,2,23,0,0,0,0
20,1,2,24,1,1,1,1
30,1,2,25,0,0,0,0
10,1,2,25,0,0,0,0
10,1,2,22,1,1,1,1
150,1,2,23,1,0,0,1
80,1,2,24,1,0,0,1
20,1,2,24,0,0,0,0
120,1,2,24,1,0,0,1
40,1,2,24,0,0,0,0
20,1,2,24,1,1,1,1
100,1,1,24,1,1,1,1
160,1,2,25,0,0,0,0
20,1,2,24,1,1,1,1
60,1,2,24,1,1,1,1
150,1,2,27,0,0,0,0
40,1,2,24,1,1,1,1
30,1,2,26,0,0,0,0
420,1,2,26,1,1,1,1
20,1,2,26,1,1,1,0
50,1,2,25,1,1,0,1
20,1,2,23,1,1,0,0
20,1,2,24,0,0,0,0
20,1,1,28,0,0,0,0
300,1,2,26,0,0,0,0
30,1,2,25,1,1,1,0
140,1,2,27,0,0,0,0
20,1,1,27,0,0,0,0
390,1,2,27,0,0,0,0
50,1,2,27,0,0,0,0
50,1,2,26,0,0,0,0
50,1,1,26,0,0,0,0
320,1,2,26,0,0,0,0
280,1,1,26,0,0,0,0
50,1,2,26,1,1,1,1
500,1,2,26,0,0,0,0
200,1,2,28,0,0,0,0
50,1,2,28,1,0,0,0
300,1,2,27,0,0,0,0
30,1,2,27,1,1,0,0
50,1,2,27,1,1,0,1
10,1,1,27,1,1,1,1
20,1,2,28,1,1,0,1
50,1,2,27,0,0,0,0
30,1,2,26,0,0,0,0
100,1,2,30,0,0,0,1
130,1,2,29,0,0,0,0
20,1,2,30,1,1,1,0
150,1,2,29,1,0,0,0
220,1,1,28,0,0,0,0
100,1,2,29,1,0,0,0
130,1,2,25,0,0,0,1
40,1,2,29,0,0,1,0
10,1,2,30,1,1,1,1
290,1,1,30,1,0,0,0
180,1,2,27,0,0,0,0
280,1,2,27,0,0,0,0
30,1,2,27,1,1,1,1
310,1,1,29,1,1,0,1
70,1,2,28,0,0,0,0
120,1,2,28,0,0,0,1
240,1,2,29,0,0,0,0
50,1,1,27,0,0,0,0
320,1,1,28,0,0,0,0
80,1,2,29,0,0,0,0
20,1,2,29,1,1,1,1
80,1,2,29,1,1,0,0
360,1,1,28,0,0,1,0
50,1,2,29,0,0,0,0
20,1,2,23,0,0,0,1
10,1,2,25,1,1,1,0
100,1,2,28,0,0,0,0
50,1,2,30,0,0,0,0
30,1,2,24,1,0,0,0
20,1,2,24,0,0,0,0
70,1,2,28,1,1,1,0
490,1,2,29,0,0,0,0
30,1,2,29,1,1,1,1
20,1,2,29,0,0,0,0
290,1,2,29,0,0,0,0
20,1,2,29,1,1,1,0
180,1,2,26,0,0,0,1
100,1,2,27,0,0,0,0
30,1,2,26,0,0,0,1
470,1,2,27,0,0,0,0
200,1,2,29,0,0,0,0
400,1,2,29,0,0,0,0
400,1,2,29,0,0,0,0
50,1,2,25,0,0,0,0
70,1,2,25,1,1,1,0
80,1,1,31,1,1,0,0
70,1,2,29,1,1,1,1
20,1,2,28,1,1,1,0
10,1,2,28,0,1,0,1
430,1,2,30,0,0,1,1
40,1,2,30,0,0,0,0
450,1,1,29,0,0,0,0
10,1,1,30,1,1,0,1
10,1,2,29,0,0,0,0
10,1,1,29,1,0,0,0
80,1,2,29,0,0,0,0
80,1,1,29,1,1,0,1
240,1,2,29,0,0,0,0
280,1,2,31,0,0,0,0
50,1,2,31,0,0,0,0
80,1,2,32,0,0,0,0
20,1,1,29,1,0,0,0
90,1,2,29,1,0,0,1
200,1,2,29,0,0,0,0
360,1,2,30,1,0,0,0
50,1,1,31,0,0,1,0
130,1,2,27,1,1,1,1
80,1,1,31,0,0,0,0
200,1,2,29,0,0,0,1
150,1,1,39,1,1,0,0
370,1,1,34,0,0,0,0
310,1,2,45,0,0,0,0
240,1,2,41,0,0,0,0
320,1,1,35,0,0,1,0
50,1,2,39,1,1,0,0
50,1,1,41,0,0,0,0
50,1,1,30,1,1,1,1
80,1,2,31,0,0,0,0
420,1,2,32,0,0,0,0
50,1,2,32,1,1,1,1
150,1,2,32,1,1,0,1
130,1,2,34,0,0,0,1
170,1,1,34,0,0,0,0
170,1,1,45,0,0,0,0
120,1,2,25,0,0,1,0
30,1,2,35,1,1,1,1
220,1,2,30,0,0,0,0
50,1,2,25,1,1,1,1
30,1,2,34,1,1,1,1
250,1,2,30,0,0,0,0
20,1,2,29,0,0,0,1
10,1,1,30,0,0,0,1
50,1,2,41,0,0,0,0
30,1,1,48,0,0,0,1
20,1,2,31,1,1,1,1
200,1,2,32,0,0,0,0
50,1,2,33,1,1,1,0
120,1,2,35,0,0,0,0
210,1,2,40,0,0,0,1
180,1,1,32,0,0,0,0
50,1,1,32,0,0,0,0
70,1,1,40,0,0,0,0
200,1,1,44,0,0,0,0
50,1,1,46,1,1,1,1
230,1,1,47,0,0,0,0
30,1,1,42,1,1,1,1
30,1,2,32,0,0,0,0
150,1,2,34,0,0,0,0
10,1,2,30,0,0,0,1
150,1,2,29,0,0,0,0
360,1,2,34,1,0,0,0
340,1,2,38,0,0,0,0
50,1,2,34,0,0,0,0
30,1,1,39,0,0,0,0
360,1,2,34,0,0,0,0
150,1,1,46,0,0,0,0
160,1,2,28,1,1,1,1
30,1,1,39,0,0,0,0
480,1,1,47,0,0,0,0
200,1,1,45,0,0,0,0
50,1,2,39,0,0,0,1
20,1,1,32,1,1,1,1
60,1,1,44,0,0,0,0
200,1,2,26,0,0,0,0
20,1,1,27,0,0,0,0
440,1,1,35,0,0,0,0
100,1,2,34,0,1,1,0
100,1,2,38,0,0,0,0
100,1,1,48,0,0,1,0
230,1,1,46,0,0,0,0
50,1,2,37,0,0,0,0
50,1,1,32,0,0,0,0
30,1,1,41,1,1,0,0
140,1,2,32,1,1,1,1
60,1,2,43,0,0,0,0
50,1,1,41,1,1,1,0
350,1,2,36,0,0,0,0
20,1,1,44,1,1,1,1
20,1,2,30,0,0,0,0
50,1,2,36,0,0,1,0
20,1,1,41,1,1,1,1
110,1,1,34,0,0,0,0
200,1,1,44,0,1,1,1
260,1,1,46,1,1,1,1
150,1,1,36,1,1,0,1
50,1,2,33,0,0,0,0
150,1,2,35,0,0,0,0
250,1,2,35,1,1,1,1
50,1,1,47,0,0,0,0
50,1,2,44,1,1,1,0
80,1,2,40,1,1,1,0
20,1,1,49,0,0,0,0
220,1,1,47,1,1,1,1
120,1,1,39,0,1,1,1
200,1,2,39,0,0,0,0
30,1,1,47,0,0,0,0
50,1,2,43,0,0,0,0
50,1,2,42,1,0,0,0
230,1,1,45,0,0,0,0
280,1,2,33,0,0,0,0
70,1,2,43,0,0,0,0
120,1,1,40,0,0,0,0
170,1,2,39,0,0,0,0
30,1,1,41,1,1,1,0
20,1,1,33,0,0,0,1
20,1,2,35,0,0,0,0
220,1,2,39,1,1,0,1
50,1,2,44,0,0,0,0
430,1,2,29,0,0,0,0
30,1,1,36,0,1,0,1
20,1,2,46,0,0,0,0
210,1,1,40,0,0,0,0
80,1,1,31,0,0,0,1
30,1,2,31,0,0,0,0
220,1,1,47,1,1,1,1
80,1,2,32,0,0,0,0
480,1,1,31,0,0,0,0
150,1,2,33,0,0,0,0
60,1,1,31,1,1,0,0
80,1,2,33,1,1,0,1
50,1,1,32,0,0,0,0
50,1,2,34,1,1,1,1
180,1,1,42,0,0,0,0
100,1,1,39,0,0,0,1
240,1,1,42,1,1,1,0
50,1,1,49,0,0,0,1
20,1,1,40,0,0,0,0
50,1,1,30,0,0,0,0
200,1,1,31,0,0,0,0
180,1,2,32,0,0,0,0
320,1,2,33,1,0,0,1
200,1,2,48,0,0,0,0
20,1,2,41,0,0,0,1
200,1,2,38,0,0,0,0
20,1,2,40,1,0,0,0
50,1,2,39,1,1,1,0
50,1,2,25,0,0,0,1
80,1,1,43,0,0,0,0
180,1,2,33,0,0,0,0
80,1,1,42,0,0,0,0
150,1,2,36,1,1,1,0
20,1,2,37,0,0,0,0
300,1,1,42,0,0,0,0
30,1,2,35,1,1,1,0
140,1,1,49,0,0,0,0
80,1,1,36,1,1,1,1
20,1,1,45,0,0,0,0
70,1,1,35,0,0,0,1
320,1,2,36,0,0,0,0
80,1,1,46,0,0,0,0
50,1,1,33,0,0,0,0
80,1,1,41,0,0,0,0
110,1,2,38,0,0,0,0
50,1,1,45,0,0,0,0
50,1,1,42,1,0,0,1
20,1,1,38,0,0,0,0
120,1,1,42,1,1,0,0
30,1,2,37,0,0,0,0
50,1,2,34,0,0,0,0
100,1,2,35,1,1,0,1
50,1,2,35,1,1,1,0
30,1,2,34,0,0,0,0
40,1,1,38,1,1,0,1
190,1,1,39,1,1,1,1
10,1,1,39,1,1,0,1
50,1,1,43,0,0,0,0
20,1,2,34,0,0,0,0
120,1,2,37,0,0,0,0
50,1,2,43,0,0,0,0
310,1,2,31,0,0,0,0
240,1,2,45,1,1,0,0
50,1,1,47,1,0,1,1
210,1,2,40,0,0,0,1
60,1,1,31,1,1,1,0
20,1,2,31,0,0,0,1
50,1,2,43,0,0,0,1
30,1,2,39,0,0,0,1
60,1,2,29,1,1,1,1
90,1,2,29,0,0,0,0
30,1,1,32,0,0,0,1
30,1,2,37,1,1,1,1
220,1,1,39,1,1,1,1
450,1,1,42,0,0,0,0
30,1,2,34,1,0,0,0
220,1,1,37,0,0,0,0
300,1,2,30,0,0,0,0
500,1,2,30,0,0,0,0
20,1,2,34,1,1,0,0
110,1,2,32,0,0,0,0
10,1,1,41,1,1,1,0
20,1,2,47,1,1,1,1
230,1,1,34,0,0,0,0
20,1,2,35,1,1,1,1
50,1,1,38,0,0,0,0
200,1,2,40,0,0,0,0
80,1,1,37,1,0,0,0
50,1,2,43,0,0,0,0
50,1,1,49,1,1,0,1
110,1,2,29,0,0,0,1
110,1,1,38,0,0,0,0
220,1,1,36,0,0,0,0
140,1,1,38,0,0,0,0
50,1,2,43,0,0,0,0
100,1,1,40,1,1,1,1
20,1,2,38,0,0,0,1
50,1,2,32,0,0,0,1
40,1,2,33,0,0,0,0
180,1,1,34,0,0,0,0
80,1,2,34,0,0,0,0
30,1,2,34,0,0,0,0
230,1,1,35,0,0,0,0
350,1,1,44,0,0,0,0
20,1,1,38,1,1,1,0
130,1,2,36,0,0,0,0
50,1,1,37,0,0,0,1
100,1,2,44,0,0,0,1
20,1,1,40,0,0,0,1
150,1,1,43,0,0,0,0
230,1,1,46,0,0,0,0
470,1,1,38,0,0,0,1
50,1,1,46,0,0,0,0
120,1,1,49,0,0,0,1
20,1,1,43,1,1,1,1
10,1,1,45,1,1,1,0
50,1,2,29,1,1,1,1
360,1,2,30,0,0,0,0
170,1,2,36,0,0,0,0
30,1,2,43,1,1,1,1
230,1,1,37,1,0,0,1
150,1,2,35,0,0,0,0
260,1,2,37,0,0,0,0
80,1,1,48,0,0,0,0
20,1,2,43,0,0,0,0
240,1,1,36,1,0,0,1
50,1,1,40,1,1,0,1
50,1,2,45,0,0,0,0
100,1,2,45,1,1,1,1
20,1,2,40,0,0,0,0
150,1,1,41,1,1,1,1
230,1,2,37,0,0,0,0
20,1,1,45,0,0,0,0
390,1,2,33,0,0,0,0
80,1,1,36,1,1,1,1
270,1,2,35,1,0,0,0
20,1,1,37,0,0,0,0
150,1,1,45,1,1,1,0
50,1,2,36,0,0,0,0
160,1,1,47,1,1,1,1
360,1,2,33,0,0,0,0
150,1,1,40,0,0,0,0
500,1,1,46,0,0,0,0
220,1,1,35,0,0,0,1
280,1,1,46,1,0,0,1
30,1,2,38,1,1,0,0
500,1,2,36,0,0,0,0
360,1,1,40,0,0,0,0
400,1,1,38,1,1,1,0
350,1,1,43,0,0,0,0
20,1,2,36,1,1,1,1
110,1,1,36,1,1,0,0
30,1,2,31,1,1,1,1
20,1,2,45,0,0,0,1
180,1,1,42,0,0,0,0
140,1,2,48,0,0,1,0
300,1,2,43,0,0,0,0
240,1,2,41,0,0,0,0
160,1,1,41,0,0,0,1
500,1,1,38,0,0,0,0
50,1,1,45,0,0,0,0
50,1,1,39,1,1,1,0
150,1,2,38,0,0,0,0
290,1,1,36,1,0,0,0
20,1,2,37,0,0,0,1
50,1,1,33,0,0,0,0
80,1,1,39,0,0,0,0
140,1,1,42,0,0,0,0
260,1,2,33,0,0,0,0
150,1,2,37,1,1,1,1
300,1,2,37,0,0,0,0
120,1,2,33,1,0,0,0
90,1,2,38,0,0,0,0
200,1,1,42,0,0,0,0
140,1,2,32,0,0,0,1
50,1,1,45,1,1,0,1
280,1,2,33,0,0,0,0
430,1,2,34,0,0,0,0
190,1,1,34,0,0,0,0
50,1,2,38,1,1,0,0
110,1,2,40,0,0,0,0
20,1,2,46,0,0,0,0
100,1,2,45,0,0,0,0
370,1,2,37,0,0,0,0
320,1,2,36,0,0,0,0
80,1,1,33,0,0,0,0
100,1,1,35,1,0,0,1
180,1,1,42,1,0,0,1
90,1,1,46,0,0,0,0
170,1,1,39,0,0,0,0
80,1,1,50,0,0,0,0
20,1,1,50,0,0,0,0
50,1,2,60,0,0,0,0
20,1,2,50,1,1,1,1
390,1,1,64,0,0,0,0
80,1,1,59,0,0,0,0
350,1,1,51,0,0,0,0
320,1,1,51,0,0,0,0
50,1,1,52,1,1,1,0
260,1,1,62,0,0,0,0
200,1,1,55,0,0,0,0
30,1,1,49,0,0,1,1
20,1,2,55,0,0,0,0
320,1,1,50,0,0,0,0
30,1,2,52,1,1,1,1
90,1,2,50,0,0,0,0
180,1,1,52,0,0,0,0
50,1,2,50,0,0,0,0
60,1,1,52,0,0,0,0
50,1,2,53,0,0,0,0
50,1,1,55,0,0,0,0
20,1,1,53,1,1,1,1
80,1,1,53,1,1,0,0
350,1,1,58,0,0,0,0
